FECHA,DETALLE,ENTRADA ,SALIDA,SALDO,ADQ.,PROM.,DEBE,HABER,SALDO
05/11/2020,Venta Clavos calamina en Kg. F-2841,,4.00,301.90,,11.85,,47.39,3576.65
05/11/2020,Venta Clavos calamina en Kg. F-2844,,2.00,299.90,,11.85,,23.69,3552.95
07/11/2020,Venta Clavos calamina en Kg. F-2848,,5.00,294.90,,11.85,,59.24,3493.72
09/11/2020,ANULADAS Kg. F-2853,,0.00,294.90,,11.85,,0.00,3493.72
09/11/2020,Venta Clavos calamina en Kg. F-2854,,0.50,294.40,,11.85,,5.92,3487.79
11/11/2020,Venta Clavos calamina en Kg. F-2856,,1.00,293.40,,11.85,,11.85,3475.95
13/11/2020,Venta Clavos calamina en Kg. F-2860,,6.00,287.40,,11.85,,71.08,3404.86
21/11/2020,Venta Clavos calamina en Kg. F-2867,,1.00,286.40,,11.85,,11.85,3393.02
24/11/2020,Venta Clavos calamina en Kg. F-2871,,6.00,280.40,,11.85,,71.08,3321.93
27/11/2020,Venta Clavos calamina en Kg. F-2884,,0.50,279.90,,11.85,,5.92,3316.01
27/11/2020,Venta Clavos calamina en Kg. F-2885,,2.00,277.90,,11.85,,23.69,3292.32
28/11/2020,Venta Clavos calamina en Kg. F-2893,,2.00,275.90,,11.85,,23.69,3268.62
28/11/2020,Venta Clavos calamina en Kg. F-2894,,2.00,273.90,,11.85,,23.69,3244.93
28/11/2020,Venta Clavos calamina en Kg. F-2896,,200.00,73.90,,11.85,,2369.42,875.50
28/11/2020,Venta Clavos calamina en Kg. F-2899,,40.00,33.90,,11.85,,473.88,401.62
04/12/2020,Compra Clavos calamina en Kg. F-1440,192.00,,225.90,12.06,,2316.11,,2717.73
09/12/2020,ANUlada F-1-200,,,225.90,,12.03,,0.00,2717.73
18/12/2020,Venta Clavos calamina en Kg. F-205,,6.00,219.90,,12.03,,72.18,2645.55
19/12/2020,Venta Clavos calamina en Kg. F-208,,2.00,217.90,,12.03,,24.06,2621.49
24/12/2020,Venta Clavos calamina en Kg. F-214,,3.00,214.90,,12.03,,36.09,2585.39
