FECHA,DETALLE,ENTRADA ,SALIDA,SALDO,ADQ.,PROM.,DEBE,HABER,SALDO
16/05/2018,VENTA CLAVOS DE CALAMINA F- 1429,,4.00,231.00,,12.02,,48.07,2776.22
29/05/2018,ANULADA F- 1439,,0.00,231.00,,12.02,,0.00,2776.22
29/05/2018,VENTA CLAVOS DE CALAMINA F- 1440,,2.00,229.00,,12.02,,24.04,2752.19
30/05/2018,VENTA CLAVOS DE CALAMINA F-1442 ,,0.50,228.50,,12.02,,6.01,2746.18
01/06/2018,VENTA CLAVOS DE CALAMINA F- 1444,,1.00,227.50,,12.02,,12.02,2734.16
05/06/2018,VENTA CLAVOS DE CALAMINA F- 1446,,5.00,222.50,,12.02,,60.09,2674.07
06/06/2018,VENTA CLAVOS DE CALAMINA F- 1447,,1.00,221.50,,12.02,,12.02,2662.05
06/06/2018,VENTA CLAVOS DE CALAMINA F- 1450,,3.00,218.50,,12.02,,36.05,2625.99
13/06/2018,ANULADA F- 1455,,0.00,218.50,,12.02,,0.00,2625.99
13/06/2018,VENTA CLAVOS DE CALAMINA F- 1456,,0.50,218.00,,12.02,,6.01,2619.99
23/06/2018,VENTA CLAVOS DE CALAMINA F- 1467,,1.00,217.00,,12.02,,12.02,2607.97
23/06/2018,VENTA CLAVOS DE CALAMINA F- 1468,,2.00,215.00,,12.02,,24.04,2583.93
04/07/2018,VENTA CLAVOS DE CALAMINA F- 1478,,5.00,210.00,,12.02,,60.09,2523.84
05/07/2018,VENTA CLAVOS DE CALAMINA F- 1480,,3.00,207.00,,12.02,,36.05,2487.78
07/07/2018,VENTA CLAVOS DE CALAMINA F- 1481,,0.50,206.50,,12.02,,6.01,2481.78
09/07/2018,VENTA CLAVOS DE CALAMINA F- 1483,,2.00,204.50,,12.02,,24.04,2457.74
10/07/2018,VENTA CLAVOS DE CALAMINA F- 1484,,2.00,202.50,,12.02,,24.04,2433.70
12/07/2018,VENTA CLAVOS DE CALAMINA F- 1489,,1.00,201.50,,12.02,,12.02,2421.68
18/07/2018,VENTA CLAVOS DE CALAMINA F- 1492,,2.00,199.50,,12.02,,24.04,2397.65
18/07/2018,VENTA CLAVOS DE CALAMINA F- 1493,,2.00,197.50,,12.02,,24.04,2373.61
19/07/2018,VENTA CLAVOS DE CALAMINA F- 1494,,0.50,197.00,,12.02,,6.01,2367.60
19/07/2018,VENTA CLAVOS DE CALAMINA F- 1496,,2.00,195.00,,12.02,,24.04,2343.57
21/07/2018,VENTA CLAVOS DE CALAMINA F- 1501,,1.00,194.00,,12.02,,12.02,2331.55
21/07/2018,VENTA CLAVOS DE CALAMINA F- 1502,,2.00,192.00,,12.02,,24.04,2307.51
25/07/2018,VENTA CLAVOS DE CALAMINA F- 1506,,2.00,190.00,,12.02,,24.04,2283.47
25/07/2018,VENTA CLAVOS DE CALAMINA F- 1507,,1.00,189.00,,12.02,,12.02,2271.46
09/08/2018,VENTA CLAVOS DE CALAMINA F- 1513,,5.00,184.00,,12.02,,60.09,2211.36
11/08/2018,VENTA CLAVOS DE CALAMINA F- 1515,,3.00,181.00,,12.02,,36.05,2175.31
11/08/2018,VENTA CLAVOS DE CALAMINA F- 1516,,1.00,180.00,,12.02,,12.02,2163.29
11/08/2018,VENTA CLAVOS DE CALAMINA F- 1517,,1.00,179.00,,12.02,,12.02,2151.27
18/08/2018,VENTA CLAVOS DE CALAMINA F- 1522,,1.00,178.00,,12.02,,12.02,2139.25
22/08/2018,VENTA CLAVOS DE CALAMINA F- 1525,,3.00,175.00,,12.02,,36.05,2103.20
23/08/2018,VENTA CLAVOS DE CALAMINA F- 1527,,1.00,174.00,,12.02,,12.02,2091.18
30/08/2018,VENTA CLAVOS DE CALAMINA F- 1537,,2.00,172.00,,12.02,,24.04,2067.14
31/08/2018,VENTA CLAVOS DE CALAMINA F- 1540,,3.00,169.00,,12.02,,36.05,2031.09
31/08/2018,VENTA CLAVOS DE CALAMINA F- 1541,,2.00,167.00,,12.02,,24.04,2007.05
04/09/2018,VENTA CLAVOS DE CALAMINA F- 1550,,3.00,164.00,,12.02,,36.05,1971.00
10/09/2018,VENTA CLAVOS DE CALAMINA F- 1555,,1.00,163.00,,12.02,,12.02,1958.98
18/09/2018,VENTA CLAVOS DE CALAMINA F- 1557,,3.00,160.00,,12.02,,36.05,1922.93
22/09/2018,VENTA CLAVOS DE CALAMINA F- 1606,,4.00,156.00,,12.02,,48.07,1874.85
04/10/2018,VENTA CLAVOS DE CALAMINA F- 1620,,3.00,153.00,,12.02,,36.05,1838.80
08/10/2018,VENTA CLAVOS DE CALAMINA F- 1629,,2.00,151.00,,12.02,,24.04,1814.76
11/10/2018,VENTA CLAVOS DE CALAMINA F- 1638,,1.00,150.00,,12.02,,12.02,1802.74
12/10/2018,VENTA CLAVOS DE CALAMINA F- 1639,,1.00,149.00,,12.02,,12.02,1790.72
13/10/2018,VENTA CLAVOS DE CALAMINA F- 1642,,2.00,147.00,,12.02,,24.04,1766.69
15/10/2018,VENTA CLAVOS DE CALAMINA F- 1645,,1.00,146.00,,12.02,,12.02,1754.67
15/10/2018,VENTA CLAVOS DE CALAMINA F- 1646,,1.00,145.00,,12.02,,12.02,1742.65
15/10/2018,VENTA CLAVOS DE CALAMINA F- 1649,,2.00,143.00,,12.02,,24.04,1718.61
18/10/2018,VENTA CLAVOS DE CALAMINA F- 1651,,3.00,140.00,,12.02,,36.05,1682.56
19/10/2018,VENTA CLAVOS DE CALAMINA F- 1653,,2.00,138.00,,12.02,,24.04,1658.52
22/10/2018,VENTA CLAVOS DE CALAMINA F- 1657,,1.00,137.00,,12.02,,12.02,1646.50
27/10/2018,VENTA CLAVOS DE CALAMINA F- 1663,,3.00,134.00,,12.02,,36.05,1610.45
30/10/2018,VENTA CLAVOS DE CALAMINA F- 1670,,3.00,131.00,,12.02,,36.05,1574.40
05/11/2018,VENTA CLAVOS DE CALAMINA F-1676 ,,3.00,128.00,,12.02,,36.05,1538.34
05/11/2018,VENTA CLAVOS DE CALAMINA F- 1678,,3.00,125.00,,12.02,,36.05,1502.29
06/11/2018,VENTA CLAVOS DE CALAMINA F- 1679,,1.00,124.00,,12.02,,12.02,1490.27
08/11/2018,VENTA CLAVOS DE CALAMINA F- 1685,,7.00,117.00,,12.02,,84.13,1406.14
08/11/2018,VENTA CLAVOS DE CALAMINA F- 1688,,3.00,114.00,,12.02,,36.05,1370.08
08/11/2018,VENTA CLAVOS DE CALAMINA F- 1689,,4.00,110.00,,12.02,,48.07,1322.01
09/11/2018,VENTA CLAVOS DE CALAMINA F- 1690,,1.00,109.00,,12.02,,12.02,1309.99
16/11/2018,VENTA CLAVOS DE CALAMINA F- 1699,,2.00,107.00,,12.02,,24.04,1285.96
17/11/2018,VENTA CLAVOS DE CALAMINA F- 1702,,4.00,103.00,,12.02,,48.07,1237.88
19/11/2018,VENTA CLAVOS DE CALAMINA F- 1703,,3.00,100.00,,12.02,,36.05,1201.83
23/11/2018,VENTA CLAVOS DE CALAMINA F- 1709,,2.00,98.00,,12.02,,24.04,1177.79
24/11/2018,VENTA CLAVOS DE CALAMINA F- 1712,,1.00,97.00,,12.02,,12.02,1165.77
27/11/2018,VENTA CLAVOS DE CALAMINA F- 1714,,2.00,95.00,,12.02,,24.04,1141.74
01/12/2018,VENTA CLAVOS DE CALAMINA F- 1720,,3.00,92.00,,12.02,,36.05,1105.68
04/12/2018,VENTA CLAVOS DE CALAMINA F- 1722,,2.00,90.00,,12.02,,24.04,1081.65
04/12/2018,VENTA CLAVOS DE CALAMINA F- 1726,,4.00,86.00,,12.02,,48.07,1033.57
07/12/2018,VENTA CLAVOS DE CALAMINA F- 1731,,2.00,84.00,,12.02,,24.04,1009.54
07/12/2018,VENTA CLAVOS DE CALAMINA F- 1733,,1.00,83.00,,12.02,,12.02,997.52
11/12/2018,ANULADA F- 1737,,0.00,83.00,,12.02,,0.00,997.52
11/12/2018,VENTA CLAVOS DE CALAMINA F- 1738,,2.00,81.00,,12.02,,24.04,973.48
13/12/2018,VENTA CLAVOS DE CALAMINA F- 1745,,1.00,80.00,,12.02,,12.02,961.46
19/12/2018,VENTA CLAVOS DE CALAMINA F- 1755,,2.00,78.00,,12.02,,24.04,937.43
02/01/2019,Venta Clavos calamina en Kg. F-1772,,2.00,76.00,,12.02,,24.04,913.39
04/01/2019,Venta Clavos calamina en Kg. F-1777,,2.00,74.00,,12.02,,24.04,889.35
05/01/2019,Venta Clavos calamina en Kg. F-1778,,1.00,73.00,,12.02,,12.02,877.33
09/01/2019,Venta Clavos calamina en Kg. F-1799,,3.00,70.00,,12.02,,36.05,841.28
17/01/2019,Venta Clavos calamina en Kg. F-1816,,1.00,69.00,,12.02,,12.02,829.26
17/01/2019,Venta Clavos calamina en Kg. F-1817,,2.00,67.00,,12.02,,24.04,805.22
17/01/2019,Venta Clavos calamina en Kg. F-1818,,1.00,66.00,,12.02,,12.02,793.21
17/01/2019,Venta Clavos calamina en Kg. F-1819,,1.00,65.00,,12.02,,12.02,781.19
18/01/2019,Venta Clavos calamina en Kg. F-1821,,5.00,60.00,,12.02,,60.09,721.10
18/01/2019,Venta Clavos calamina en Kg. F-1822,,3.00,57.00,,12.02,,36.05,685.04
18/01/2019,Venta Clavos calamina en Kg. F-1826,,4.00,53.00,,12.02,,48.07,636.97
21/01/2019,Venta Clavos calamina en Kg. F-1841,,1.50,51.50,,12.02,,18.03,618.94
23/01/2019,Venta Clavos calamina en Kg. F-1848,,5.00,46.50,,12.02,,60.09,558.85
25/01/2019,Venta Clavos calamina en Kg. F-1851,,1.00,45.50,,12.02,,12.02,546.83
28/01/2019,Venta Clavos calamina en Kg. F-1857,,3.00,42.50,,12.02,,36.05,510.78
06/02/2019,Venta Clavos calamina en Kg. F-1876,,1.00,41.50,,12.02,,12.02,498.76
12/02/2019,Venta Clavos calamina en Kg. F-1890,,4.00,37.50,,12.02,,48.07,450.69
16/02/2019,Venta Clavos calamina en Kg. F-1900,,4.00,33.50,,12.02,,48.07,402.61
18/02/2019,Venta Clavos calamina en Kg. F-1903,,2.00,31.50,,12.02,,24.04,378.58
25/02/2018,Venta Clavos calamina en Kg. F-1915,,1.00,30.50,,12.02,,12.02,366.56
27/02/2019,ANULADA F-1923,,0.00,30.50,,12.02,,0.00,366.56
02/03/2019,Venta Clavos calamina en Kg. F-1930,,2.00,28.50,,12.02,,24.04,342.52
08/03/2019,Venta Clavos calamina en Kg. F-1941,,1.00,27.50,,12.02,,12.02,330.50
11/03/2019,Venta Clavos calamina en Kg. F-1943,,1.00,26.50,,12.02,,12.02,318.48
21/03/2019,Venta Clavos calamina en Kg. F-1953,,6.00,20.50,,12.02,,72.11,246.37
21/03/2019,Venta Clavos calamina en Kg. F-1956,,3.00,17.50,,12.02,,36.05,210.32
25/03/2019,Venta Clavos calamina en Kg. F-1959,,3.00,14.50,,12.02,,36.05,174.27
29/03/2019,Venta Clavos calamina en Kg. F-1963,,1.00,13.50,,12.02,,12.02,162.25
29/03/2019,Venta Clavos calamina en Kg. F-1965,,4.00,9.50,,12.02,,48.07,114.17
01/04/2019,Venta Clavos calamina en Kg. F-1969,,2.00,7.50,,12.02,,24.04,90.14
04/04/2019,Venta Clavos calamina en Kg. F-1976,,3.00,4.50,,12.02,,36.05,54.08
04/04/2019,Venta Clavos calamina en Kg. F-1977,,1.00,3.50,,12.02,,12.02,42.06
04/04/2019,Venta Clavos calamina en Kg. F-1979,,1.00,2.50,,12.02,,12.02,30.05
04/04/2019,Compra Clavos Calaminas en Kg. F-722,23.00,,25.50,13.24,,304.50,,334.55
04/04/2019,Venta Clavos calamina en Kg. F-1980,,3.00,22.50,,13.12,,39.36,295.19
05/04/2019,Venta Clavos calamina en Kg. F-1981,,1.00,21.50,,13.12,,13.12,282.07
08/04/2019,Venta Clavos calamina en Kg. F-1988,,4.00,17.50,,13.12,,52.48,229.59
13/04/2019,Venta Clavos calamina en Kg. F-1998,,2.00,15.50,,13.12,,26.24,203.35
15/04/2019,Venta Clavos calamina en Kg. F-1999,,4.00,11.50,,13.12,,52.48,150.87
15/04/2019,Compra Clavos Calaminas en Kg. F-549,138.00,,149.50,11.85,,1634.90,,1785.78
24/04/2019,Venta Clavos calamina en Kg. F-2010,,4.00,145.50,,11.95,,47.78,1738.00
25/04/2019,Venta Clavos calamina en Kg. F-2011,,2.00,143.50,,11.95,,23.89,1714.11
25/04/2019,Venta Clavos calamina en Kg. F-2012,,6.00,137.50,,11.95,,71.67,1642.44
03/05/2019,Venta Clavos calamina en Kg. F-2026,,2.00,135.50,,11.95,,23.89,1618.55
03/05/2019,Venta Clavos calamina en Kg. F-2027,,0.50,135.00,,11.95,,5.97,1612.58
06/05/2019,Venta Clavos calamina en Kg. F-2028,,3.00,132.00,,11.95,,35.84,1576.74
07/05/2019,Venta Clavos calamina en Kg. F-2029,,3.00,129.00,,11.95,,35.84,1540.91
08/05/2019,Venta Clavos calamina en Kg. F-2031,,2.00,127.00,,11.95,,23.89,1517.02
16/05/2019,Venta Clavos calamina en Kg. F-2038,,1.00,126.00,,11.95,,11.95,1505.07
17/05/2019,Venta Clavos calamina en Kg. F-2039,,2.00,124.00,,11.95,,23.89,1481.18
18/05/2019,Venta Clavos calamina en Kg. F-2040,,2.00,122.00,,11.95,,23.89,1457.29
22/05/2019,ANULADA F-2041,,0.00,122.00,,11.95,,0.00,1457.29
22/05/2019,Venta Clavos calamina en Kg. F-2042,,1.00,121.00,,11.95,,11.95,1445.35
31/05/2019,Venta Clavos calamina en Kg. F-2045,,3.00,118.00,,11.95,,35.84,1409.51
31/05/2019,Venta Clavos calamina en Kg. F-2046,,2.00,116.00,,11.95,,23.89,1385.62
01/06/2019,Venta Clavos calamina en Kg. F-2049,,2.00,114.00,,11.95,,23.89,1361.73
04/06/2019,Venta Clavos calamina en Kg. F-2051,,3.00,111.00,,11.95,,35.84,1325.90
05/06/2019,Venta Clavos calamina en Kg. F-2055,,5.00,106.00,,11.95,,59.73,1266.17
05/06/2019,Venta Clavos calamina en Kg. F-2056,,2.00,104.00,,11.95,,23.89,1242.28
15/06/2019,Venta Clavos calamina en Kg. F-2075,,3.00,101.00,,11.95,,35.84,1206.45
15/06/2019,Venta Clavos calamina en Kg. F-2076,,1.00,100.00,,11.95,,11.95,1194.50
19/06/2019,ANULADA Kg. F-2078,,0.00,100.00,,11.95,,0.00,1194.50
19/06/2019,Venta Clavos calamina en Kg. F-2079,,3.00,97.00,,11.95,,35.84,1158.67
26/06/2019,Venta Clavos calamina en Kg. F-2080,,1.00,96.00,,11.95,,11.95,1146.72
29/06/2019,Venta Clavos calamina en Kg. F-2082,,2.00,94.00,,11.95,,23.89,1122.83
29/06/2019,Venta Clavos calamina en Kg. F-2083,,2.00,92.00,,11.95,,23.89,1098.94
01/07/2019,Venta Clavos calamina en Kg. F-2084,,2.00,90.00,,11.95,,23.89,1075.05
02/07/2019,Venta Clavos calamina en Kg. F-2086,,6.00,84.00,,11.95,,71.67,1003.38
02/07/2019,Venta Clavos calamina en Kg. F-2087,,1.00,83.00,,11.95,,11.95,991.44
02/07/2019,Venta Clavos calamina en Kg. F-2088,,1.00,82.00,,11.95,,11.95,979.49
03/07/2019,Venta Clavos calamina en Kg. F-2089,,3.00,79.00,,11.95,,35.84,943.66
04/07/2019,ANULADA F-2090,,0.00,79.00,,11.95,,0.00,943.66
04/07/2019,Venta Clavos calamina en Kg. F-2091,,1.00,78.00,,11.95,,11.95,931.71
09/07/2019,Venta Clavos calamina en Kg. F-2092,,1.00,77.00,,11.95,,11.95,919.77
11/07/2019,Venta Clavos calamina en Kg. F-2096,,4.00,73.00,,11.95,,47.78,871.99
20/07/2019,Venta Clavos calamina en Kg. F-2105,,1.00,72.00,,11.95,,11.95,860.04
20/07/2019,Venta Clavos calamina en Kg. F-2107,,3.00,69.00,,11.95,,35.84,824.21
24/07/2019,Venta Clavos calamina en Kg. F-2111,,1.00,68.00,,11.95,,11.95,812.26
02/08/2019,ANULADA F-2121,,0.00,68.00,,11.95,,0.00,812.26
02/08/2019,Venta Clavos calamina en Kg. F-2122,,2.00,66.00,,11.95,,23.89,788.37
02/08/2019,Venta Clavos calamina en Kg. F-2123,,2.00,64.00,,11.95,,23.89,764.48
03/08/2019,Venta Clavos calamina en Kg. F-2125,,12.00,52.00,,11.95,,143.34,621.14
19/08/2019,Venta Clavos calamina en Kg. F-2153,,2.00,50.00,,11.95,,23.89,597.25
19/08/2019,Venta Clavos calamina en Kg. F-2154,,2.00,48.00,,11.95,,23.89,573.36
27/08/2019,Venta Clavos calamina en Kg. F-2169,,2.00,46.00,,11.95,,23.89,549.47
27/08/2019,Venta Clavos calamina en Kg. F-2170,,1.00,45.00,,11.95,,11.95,537.53
28/08/2019,Venta Clavos calamina en Kg. F-2173,,1.00,44.00,,11.95,,11.95,525.58
30/08/2019,Venta Clavos calamina en Kg. F-2176,,3.00,41.00,,11.95,,35.84,489.75
30/08/2019,Venta Clavos calamina en Kg. F-2177,,6.00,35.00,,11.95,,71.67,418.08
30/08/2019,Venta Clavos calamina en Kg. F-2180,,1.00,34.00,,11.95,,11.95,406.13
02/09/2019,Venta Clavos calamina en Kg. F-2181,,1.00,33.00,,11.95,,11.95,394.19
02/09/2019,Venta Clavos calamina en Kg. F-2184,,1.00,32.00,,11.95,,11.95,382.24
05/09/2019,Venta Clavos calamina en Kg. F-2187,,2.00,30.00,,11.95,,23.89,358.35
06/09/2019,Compra Clavos calamina en Kg. F-44,184.00,,214.00,11.85,,2179.87,,2538.22
10/09/2019,Venta Clavos calamina en Kg. F-2193,,3.00,211.00,,11.86,,35.58,2502.64
10/09/2019,Venta Clavos calamina en Kg. F-2194,,1.00,210.00,,11.86,,11.86,2490.78
14/09/2019,Venta Clavos calamina en Kg. F-2196,,2.00,208.00,,11.86,,23.72,2467.06
17/09/2019,Venta Clavos calamina en Kg. F-2199,,4.00,204.00,,11.86,,47.44,2419.61
24/09/2019,Venta Clavos calamina en Kg. F-2211,,3.00,201.00,,11.86,,35.58,2384.03
25/09/2019,Venta Clavos calamina en Kg. F-2214,,1.00,200.00,,11.86,,11.86,2372.17
26/09/2019,Venta Clavos calamina en Kg. F-2219,,1.00,199.00,,11.86,,11.86,2360.31
03/10/2019,Venta Clavos calamina en Kg. F-2235,,2.00,197.00,,11.86,,23.72,2336.59
03/10/2019,Venta Clavos calamina en Kg. F-2236,,1.00,196.00,,11.86,,11.86,2324.73
03/10/2019,Venta Clavos calamina en Kg. F-2237,,3.00,193.00,,11.86,,35.58,2289.14
03/10/2019,Venta Clavos calamina en Kg. F-2239,,2.00,191.00,,11.86,,23.72,2265.42
04/10/2019,Venta Clavos calamina en Kg. F-2243,,4.00,187.00,,11.86,,47.44,2217.98
08/10/2019,Venta Clavos calamina en Kg. F-2250,,3.00,184.00,,11.86,,35.58,2182.40
09/10/2019,Venta Clavos calamina en Kg. F-2251,,6.00,178.00,,11.86,,71.17,2111.23
09/10/2019,Venta Clavos calamina en Kg. F-2252,,8.00,170.00,,11.86,,94.89,2016.34
09/10/2019,Venta Clavos calamina en Kg. F-2253,,4.00,166.00,,11.86,,47.44,1968.90
09/10/2019,Venta Clavos calamina en Kg. F-2254,,1.00,165.00,,11.86,,11.86,1957.04
09/10/2019,Venta Clavos calamina en Kg. F-2255,,1.00,164.00,,11.86,,11.86,1945.18
11/10/2019,Venta Clavos calamina en Kg. F-2259,,6.00,158.00,,11.86,,71.17,1874.01
15/10/2019,Venta Clavos calamina en Kg. F-2266,,2.00,156.00,,11.86,,23.72,1850.29
19/10/2019,Venta Clavos calamina en Kg. F-2273,,2.00,154.00,,11.86,,23.72,1826.57
19/10/2019,Venta Clavos calamina en Kg. F-2274,,1.00,153.00,,11.86,,11.86,1814.71
21/10/2019,Venta Clavos calamina en Kg. F-2275,,5.00,148.00,,11.86,,59.30,1755.41
23/10/2019,Venta Clavos calamina en Kg. F-2278,,4.00,144.00,,11.86,,47.44,1707.96
23/10/2019,Venta Clavos calamina en Kg. F-2279,,4.00,140.00,,11.86,,47.44,1660.52
24/10/2019,Venta Clavos calamina en Kg. F-2281,,0.50,139.50,,11.86,,5.93,1654.59
25/10/2019,Venta Clavos calamina en Kg. F-2283,,4.00,135.50,,11.86,,47.44,1607.15
29/10/2019,Venta Clavos calamina en Kg. F-2287,,4.00,131.50,,11.86,,47.44,1559.70
01/11/2019,Venta Clavos calamina en Kg. F-2290,,3.00,128.50,,11.86,,35.58,1524.12
09/11/2019,Venta Clavos calamina en Kg. F-2296,,3.00,125.50,,11.86,,35.58,1488.54
25/11/2019,Venta Clavos calamina en Kg. F-2301,,4.00,121.50,,11.86,,47.44,1441.09
25/11/2019, ANULADA F-2302,,0.00,121.50,,11.86,,0.00,1441.09
25/11/2019, ANULADA F-2304,,0.00,121.50,,11.86,,0.00,1441.09
25/11/2019,Venta Clavos calamina en Kg. F-2308,,10.00,111.50,,11.86,,118.61,1322.48
25/11/2019,Venta Clavos calamina en Kg. F-2310,,1.00,110.50,,11.86,,11.86,1310.62
28/11/2019,Venta Clavos calamina en Kg. F-2312,,1.00,109.50,,11.86,,11.86,1298.76
29/11/2019,Venta Clavos calamina en Kg. F-2315,,1.00,108.50,,11.86,,11.86,1286.90
30/11/2019,Venta Clavos calamina en Kg. F-2316,,1.00,107.50,,11.86,,11.86,1275.04
02/12/2019,Venta Clavos calamina en Kg. F-2317,,1.00,106.50,,11.86,,11.86,1263.18
05/12/2019,Venta Clavos calamina en Kg. F-2327,,2.00,104.50,,11.86,,23.72,1239.46
05/12/2019,Venta Clavos calamina en Kg. F-2328,,1.00,103.50,,11.86,,11.86,1227.60
10/12/2019,Venta Clavos calamina en Kg. F-2338,,1.00,102.50,,11.86,,11.86,1215.74
10/12/2019,Venta Clavos calamina en Kg. F-2339,,2.00,100.50,,11.86,,23.72,1192.02
18/12/2019,Venta Clavos calamina en Kg. F-2346,,0.60,99.90,,11.86,,7.12,1184.90
23/12/2019,Venta Clavos calamina en Kg. F-2354,,7.00,92.90,,11.86,,83.03,1101.87
26/12/2019,ANULADA Kg. F-2359,,0.00,92.90,,11.86,,0.00,1101.87
26/12/2019,Venta Clavos calamina en Kg. F-2360,,2.00,90.90,,11.86,,23.72,1078.15
03/01/2020,Venta Clavos calamina en Kg. F-2388,,2.00,88.90,,11.85,,23.69,1053.21
10/01/2020,Venta Clavos calamina en Kg. F-2404,,1.00,87.90,,11.85,,11.85,1041.36
14/01/2020,Venta Clavos calamina en Kg. F-2416,,2.00,85.90,,11.85,,23.69,1017.66
17/01/2020,Venta Clavos calamina en Kg. F-2420,,5.00,80.90,,11.85,,59.24,958.43
18/01/2020,Venta Clavos calamina en Kg. F-2424,,3.00,77.90,,11.85,,35.54,922.89
21/01/2020,Venta Clavos calamina en Kg. F-2428,,2.00,75.90,,11.85,,23.69,899.19
21/01/2020,Venta Clavos calamina en Kg. F-2430,,9.00,66.90,,11.85,,106.62,792.57
24/01/2020,Venta Clavos calamina en Kg. F-2434,,2.00,64.90,,11.85,,23.69,768.88
24/01/2020,Venta Clavos calamina en Kg. F-2435,,3.00,61.90,,11.85,,35.54,733.33
25/01/2020,Venta Clavos calamina en Kg. F-2438,,1.00,60.90,,11.85,,11.85,721.49
29/01/2020,Compra Clavos calamina en Kg. F-2024,184.00,,244.90,11.85,,2179.87,,2901.36
31/01/2020,Venta Clavos calamina en Kg. F-2441,,1.00,243.90,,11.85,,11.85,2889.51
08/02/2020,ANULADA Kg. F-2454,,0.00,243.90,,11.85,,0.00,2889.51
08/02/2020,Venta Clavos calamina en Kg. F-2455,,3.00,240.90,,11.85,,35.54,2853.97
15/02/2020,Venta Clavos calamina en Kg. F-2460,,4.00,236.90,,11.85,,47.39,2806.58
17/02/2020,ANULADA F-2461,,0.00,236.90,,11.85,,0.00,2806.58
17/02/2020,Venta Clavos calamina en Kg. F-2462,,3.00,233.90,,11.85,,35.54,2771.04
21/02/2020,Venta Clavos calamina en Kg. F-2466,,1.00,232.90,,11.85,,11.85,2759.19
29/02/2020,Venta Clavos calamina en Kg. F-2472,,1.00,231.90,,11.85,,11.85,2747.35
04/03/2020,Venta Clavos calamina en Kg. F-2479,,3.00,228.90,,11.85,,35.54,2711.81
04/03/2020,Venta Clavos calamina en Kg. F-2480,,1.00,227.90,,11.85,,11.85,2699.96
04/03/2020,Venta Clavos calamina en Kg. F-2481,,5.00,222.90,,11.85,,59.24,2640.72
07/03/2020,Venta Clavos calamina en Kg. F-2483,,7.00,215.90,,11.85,,82.93,2557.79
07/03/2020,Venta Clavos calamina en Kg. F-2485,,1.00,214.90,,11.85,,11.85,2545.95
09/03/2020,Venta Clavos calamina en Kg. F-2487,,1.00,213.90,,11.85,,11.85,2534.10
11/03/2020,Venta Clavos calamina en Kg. F-2489,,2.00,211.90,,11.85,,23.69,2510.40
13/03/2020,Venta Clavos calamina en Kg. F-2491,,2.00,209.90,,11.85,,23.69,2486.71
18/06/2020,Venta Clavos calamina en Kg. F-2710,,3.00,206.90,,11.85,,35.54,2451.17
26/06/2020,Venta Clavos calamina en Kg. F-2720,,1.00,205.90,,11.85,,11.85,2439.32
26/06/2020,Venta Clavos calamina en Kg. F-2723,,4.00,201.90,,11.85,,47.39,2391.93
15/07/2020,Venta Clavos calamina en Kg. F-2728,,1.00,200.90,,11.85,,11.85,2380.09
16/07/2020,Venta Clavos calamina en Kg. F-2729,,6.00,194.90,,11.85,,71.08,2309.00
22/07/2020,Venta Clavos calamina en Kg. F-2732,,4.00,190.90,,11.85,,47.39,2261.62
29/07/2020,Venta Clavos calamina en Kg. F-2735,,2.00,188.90,,11.85,,23.69,2237.92
12/08/2020,Venta Clavos calamina en Kg. F-2743,,2.00,186.90,,11.85,,23.69,2214.23
13/08/2020,Venta Clavos calamina en Kg. F-2745,,10.00,176.90,,11.85,,118.47,2095.76
17/08/2020,Venta Clavos calamina en Kg. F-2746,,1.00,175.90,,11.85,,11.85,2083.91
20/08/2020,Compra Clavos calamina en Kg. F-55,184.00,,359.90,11.85,,2179.87,,4263.78
28/08/2020,Venta Clavos calamina en Kg. F-2753,,3.00,356.90,,11.85,,35.54,4228.24
31/08/2020,Venta Clavos calamina en Kg. F-2755,,2.00,354.90,,11.85,,23.69,4204.54
03/09/2020,Venta Clavos calamina en Kg. F-2761,,4.00,350.90,,11.85,,47.39,4157.16
07/09/2020,Venta Clavos calamina en Kg. F-2766,,2.00,348.90,,11.85,,23.69,4133.46
09/09/2020,Venta Clavos calamina en Kg. F-2771,,1.00,347.90,,11.85,,11.85,4121.61
11/09/2020,Venta Clavos calamina en Kg. F-2775,,2.00,345.90,,11.85,,23.69,4097.92
17/09/2020,Venta Clavos calamina en Kg. F-2780,,2.00,343.90,,11.85,,23.69,4074.23
24/09/2020,Venta Clavos calamina en Kg. F-2784,,4.00,339.90,,11.85,,47.39,4026.84
01/10/2020,Venta Clavos calamina en Kg. F-2787,,1.00,338.90,,11.85,,11.85,4014.99
07/10/2020,Venta Clavos calamina en Kg. F-2796,,1.00,337.90,,11.85,,11.85,4003.14
07/10/2020,Venta Clavos calamina en Kg. F-2798,,2.00,335.90,,11.85,,23.69,3979.45
10/10/2020,Venta Clavos calamina en Kg. F-2802,,12.00,323.90,,11.85,,142.17,3837.28
13/10/2020,Venta Clavos calamina en Kg. F-2807,,4.00,319.90,,11.85,,47.39,3789.90
20/10/2020,Venta Clavos calamina en Kg. F-2820,,1.00,318.90,,11.85,,11.85,3778.05
20/10/2020,Venta Clavos calamina en Kg. F-2821,,3.00,315.90,,11.85,,35.54,3742.51
27/10/2020,Venta Clavos calamina en Kg. F-2831,,4.00,311.90,,11.85,,47.39,3695.12
04/11/2020,Venta Clavos calamina en Kg. F-2839,,6.00,305.90,,11.85,,71.08,3624.04
